id	ot	alias	setcode	type	atk	def	level	race	attribute	category
45452224	3	0	0	545	400	200	1	16384	32	262160
45458027	3	0	0	33	100	100	8	32	32	1318912
45462639	3	0	0	33	1700	2200	6	2	32	67117120
45496268	3	0	133	33	1400	2500	8	32	1	1074003968
45500495	3	0	0	8225	2200	1800	6	1024	16	0
45533023	3	0	186	8388641	1000	2000	5	512	32	4325378
45547649	3	0	0	33	1600	1600	4	512	8	512
45586855	3	0	1	4129	1400	1200	3	32	32	24
45593005	3	0	38	33	100	100	1	4096	1	73728
45593826	3	0	177	33	1100	900	3	8	32	262656
45620686	3	0	0	33	700	300	2	2048	1	0
45627618	3	0	153	25165857	3000	2500	67371015	8192	32	4194306
45651298	3	0	0	33	300	300	3	32	1	262144
45653036	3	0	0	4	0	0	0	0	0	4194307
45662855	3	0	4167	2081	1300	2000	4	64	1	1044
45688586	3	0	17	33	400	500	2	32	1	2
45705025	3	0	118	33	1100	1600	4	16384	16	1310720
45711266	3	0	34	33	800	1500	3	65536	4	8208
45725480	3	0	0	2	0	0	0	0	0	256
45742626	3	0	0	8388641	-2	-2	6	16	32	8200
45778932	3	0	0	524290	0	0	0	0	0	8192
45801022	3	0	14	33	800	100	2	4096	16	65536
45803070	3	0	4234	33	1700	1100	4	1024	1	33816576
45809008	3	0	0	2	0	0	0	0	0	264
45812361	3	0	0	33	800	400	2	32	1	256
45815891	3	0	4522020	8193	2700	1800	7	8	1	0
45869829	3	0	0	65538	0	0	0	0	0	544
45871897	3	0	82	33	100	-2	4	256	1	8192
45894482	3	0	0	33	1400	400	3	65536	1	262144
45895206	3	0	0	2	0	0	0	0	0	2048
45898858	3	0	0	2	0	0	0	0	0	262144
45906428	3	0	70	2	0	0	0	0	0	268697604
45909477	3	0	0	17	1100	1000	4	1	16	0
45939611	3	0	0	33	800	800	3	4	16	0
45939841	3	0	0	65538	0	0	0	0	0	1
45945685	3	0	22	17	800	1000	3	32	1	0
45950291	3	0	149	2	0	0	0	0	0	1074003984
45974017	1	0	174	131074	0	0	0	0	0	4194304
45985838	3	0	0	33	1500	1000	4	128	4	5242880
45986603	3	0	0	262146	0	0	0	0	0	8392704
46008667	3	0	8314	262146	0	0	0	0	0	1107558400
46009906	3	0	0	262146	0	0	0	0	0	8192
46031686	3	0	0	1048580	0	0	0	0	0	2147483907
46037213	3	0	82	33	1900	1700	5	4096	16	262144
46044841	3	0	16	4129	600	1400	2	512	8	262144
46052429	3	0	0	130	0	0	0	0	0	262152
46066477	3	0	0	2	0	0	0	0	0	16
46083380	3	0	0	131074	0	0	0	0	0	65536
46089249	3	0	0	2	0	0	0	0	0	4194306
46128076	3	0	110	33	1200	0	2	2	32	4194304
46130346	3	0	0	2	0	0	0	0	0	4194304
46132282	3	0	0	8225	2500	1600	6	32	16	16777216
46145256	3	0	0	33	1000	1000	4	4	16	2097152
46159582	3	0	58	130	0	0	0	0	0	1080
46173679	3	0	0	65538	0	0	0	0	0	2359296
46173680	3	0	0	16401	0	0	1	8	32	0
46173681	3	46173680	0	16401	0	0	1	8	32	0
46181000	3	0	0	131074	0	0	0	0	0	262144
46195773	3	0	102	8225	2500	1500	6	1	8	33562624
46232525	3	0	161	2	0	0	0	0	0	262152
46237548	3	0	0	33	2100	1800	6	1	4	262148
46239604	3	0	18	33	100	2000	2	64	2	66048
46247516	3	0	0	17	1200	900	3	2	1	0
46259438	3	0	0	4	0	0	0	0	0	8388865
46263076	3	0	33	33	3000	2500	10	8	32	4325376
46272804	3	0	0	33	1800	1200	4	8192	8	16384
46291010	3	0	0	33	700	500	2	1048576	1	4
46303688	3	0	0	33	1000	2000	4	32	16	134217730
46337945	3	0	0	4	0	0	0	0	0	1040
46354113	3	0	0	97	1500	1300	4	1	16	49152
46363422	3	0	110	33	1700	1900	4	2	16	67371008
46372010	3	0	174	131074	0	0	0	0	0	4194816
46384403	3	0	120	33	800	100	2	131072	2	262144
46384672	3	0	65	33	2400	1700	5	8192	8	262154
46404281	3	0	57	33	1700	200	4	128	4	5242888
46411259	3	0	0	2	0	0	0	0	0	268697608
46427957	3	0	0	161	2300	2000	8	4	16	32768
46448938	3	0	4206	65538	0	0	0	0	0	1311232
46457856	3	0	0	17	500	400	2	65536	1	0
46461247	3	0	0	2097185	500	1100	3	1	1	1
46474915	3	0	0	17	1300	1400	4	16	32	0
46480475	3	0	0	131076	0	0	0	0	0	536870920
46502013	3	0	0	131076	0	0	0	0	0	0
46502744	3	0	0	33	1400	1400	4	2048	1	262660
46508640	3	0	0	33	1500	700	3	8192	1	8192
46534755	3	0	0	17	1600	1500	4	64	4	0
46565218	3	0	0	33	1200	2500	6	8	16	262400
46571052	3	0	0	33	1700	1000	4	1024	1	262144
46572756	3	0	4098	33	1800	1400	4	32	1	1056
46609443	3	0	0	4129	1500	1000	3	1	16	262144
46652477	3	0	0	4	0	0	0	0	0	1056
46656406	3	0	0	4	0	0	0	0	0	258
46657337	3	0	0	33	600	300	2	256	1	8192
46659709	3	0	123	33	2000	0	5	32	16	262656
46668237	3	0	0	33	2600	1800	7	16384	1	1310720
46696593	3	0	0	65	2300	1800	6	512	4	0
46700124	3	0	0	33	2200	2000	6	32	1	1056768
46710683	3	0	51	4129	100	1800	2	512	32	0
46718686	3	0	0	17	600	700	2	64	2	0
46759931	3	0	20488	97	2500	2000	8	1	32	106496
46772449	3	0	10	8388641	1900	0	4	8	16	2
46796664	1	0	175	16777249	0	0	16842756	8	32	2147483656
46820049	3	0	0	33	1800	1700	5	8	32	16448
46821314	3	0	0	17	800	2000	4	64	2	0
46833854	3	0	53	33	500	200	1	8	16	9
46848859	3	0	22	33	1000	800	4	32	2	2147483651
46864967	3	0	0	17	1300	1200	4	256	1	0
46871387	3	0	4718681	8388641	2400	1200	4	256	1	8208
46874015	3	0	61	4	0	0	0	0	0	262146
46895036	3	0	141	8388641	1000	0	1	8	32	9232
46897277	3	0	14	4129	800	100	2	4096	16	0
46910446	3	0	0	262146	0	0	0	0	0	8192
46918794	3	0	0	2	0	0	0	0	0	4194304
46925518	3	0	141	33	300	1200	2	2	32	264192
46955770	3	0	46	33	1800	1500	4	2	32	33554432
46961802	3	0	0	2	0	0	0	0	0	196608
46967601	3	0	0	262146	0	0	0	0	0	4194304
46986414	3	0	162	17	2500	2100	7	2	32	0
46986415	3	46986414	0	17	2500	2100	7	2	32	0
46986416	3	46986414	0	17	2500	2100	7	2	32	0
46986417	3	46986414	0	17	2500	2100	7	2	32	0
46986418	3	46986414	0	17	2500	2100	7	2	32	0
46986419	3	46986414	0	17	2500	2100	7	2	32	0
47013502	3	0	0	33	1900	1200	4	8192	8	0
47017574	3	0	4168	8388641	1000	0	10	8192	32	2172649472
47025270	3	0	0	33	1600	0	4	32	16	288
47030842	3	0	114	33	1400	800	4	32	1	262160
47060154	3	0	0	17	1500	1000	4	8	32	0
47060347	3	0	0	131076	0	0	0	0	0	12582912
47075569	1	0	159	16777249	1500	800	33685508	2	1	8707
47077318	3	0	144	33	400	1100	3	1024	2	8192
47084486	3	0	0	33	2400	1200	6	8	32	0
47106439	3	0	58	33	700	500	2	262144	2	2097672
47111934	3	0	62	33	1000	1800	4	524288	16	262164
47120245	3	0	4218	33	1700	900	4	1	16	512
47121070	3	0	52	4	0	0	0	0	0	512
47126872	3	0	0	33	2300	1500	5	1048576	8	262148
47150851	3	0	82	33	2500	1000	5	65536	1	262144
47198668	1	0	4271	16777249	3000	1000	67371016	8	32	33562624
47217354	3	0	53	4129	1300	1000	2	8	16	8192
47228077	3	0	48	1057	500	400	4	32	16	262147
47233801	3	0	0	131074	0	0	0	0	0	4194304
47247413	3	0	0	4	0	0	0	0	0	32
47264717	3	0	0	4	0	0	0	0	0	3
47274077	3	0	9	262146	0	0	0	0	0	4202528
47295267	3	0	148	65538	0	0	0	0	0	8196
47297616	3	0	0	33	2800	2400	8	8192	16	2149851139
47319141	3	0	0	17	1800	1500	5	512	8	0
47325505	3	0	0	2	0	0	0	0	0	1049088
47346845	3	0	40	33	0	0	4	4096	16	262144
47349310	3	0	0	33	600	300	3	262144	8	131076
47355498	3	0	145	524290	0	0	0	0	0	2147491840
47360060	3	0	105	1048580	0	0	0	0	0	2147483651
47372349	3	0	0	17	1000	1800	3	32	1	0
47387961	3	0	72	8388641	2400	1800	4	1048576	16	2147491840
47395382	3	0	53	8225	2300	1800	5	8	16	256
47408488	3	0	52	131074	0	0	0	0	0	67109376
47415292	3	0	0	1057	900	600	3	8192	32	17063936
47421985	3	0	2	8225	2300	1800	6	32	2	8388608
47432275	3	0	0	33	300	200	1	4	16	8388624
47436247	3	0	32	131074	0	0	0	0	0	67371008
47453433	3	0	0	2	0	0	0	0	0	40
47459126	3	0	0	2081	1800	1600	4	2	8	536870912
47480070	3	0	4	33	1700	300	4	1	1	8192
47506081	3	0	0	8388641	2000	1900	3	65536	4	4194304
47507260	3	0	65	33	900	0	2	1	1	262154
47529357	3	0	0	262146	0	0	0	0	0	16777216
47579719	3	0	83	8388641	1900	1100	3	32768	16	2048
47594192	3	0	0	4	0	0	0	0	0	3
47594939	3	0	0	131076	0	0	0	0	0	0
47596607	3	0	0	524290	0	0	0	0	0	262144
47606319	3	0	0	33	1900	1300	4	256	1	2359301
47611119	3	0	4167	97	2400	1000	5	256	1	4194304
47658964	3	0	0	65538	0	0	0	0	0	262148
47658965	3	0	57	16401	0	0	1	128	4	0
47660516	3	0	149	2	0	0	0	0	0	1074003968
47664723	3	0	0	33	2300	2000	5	4	32	16384
47687766	3	0	114	33	500	500	4	32	1	512
47693640	3	0	0	1057	1400	1600	3	16	1	17047616
47695416	3	0	0	17	600	600	2	8	32	0
47728740	3	0	177	33	1200	0	3	8	32	2147745792
47731128	3	0	0	33	1700	600	4	2	16	1
47737087	3	0	12296	97	2000	2500	6	1	1	139264
47741109	3	0	144	33	900	400	1	1024	32	8
47754278	3	0	0	33	2000	0	4	8192	32	262144
47766694	3	0	0	4	0	0	0	0	0	3
47778083	3	0	0	4	0	0	0	0	0	262144
47795344	3	0	42	33	1900	2000	5	1024	1	262144
47805931	3	0	72	8388641	1800	1800	3	2048	16	1073750016
47819246	3	0	220	4	0	0	0	0	0	40960
47826112	3	0	119	33	2800	1600	7	262144	2	270352
47829960	3	0	0	33	1400	1500	4	1	8	8196
47852924	3	0	0	2	0	0	0	0	0	8388608
47852925	3	47852924	0	2	0	0	0	0	0	8388608
47863787	3	0	151	33	2300	1000	5	4	16	262144
47879985	3	0	82	17	1650	1600	4	32	16	0
47922711	3	0	0	17	1350	1600	5	16384	1	0
47929865	3	0	0	33	1700	1000	4	2	16	1024
47942531	3	0	0	33	0	0	6	8	32	8192
47961808	3	0	0	33	1000	1000	4	128	4	2097152
47985614	3	0	81	2097185	200	400	2	32	2	1040
47986555	3	0	0	17	2000	2200	6	256	1	0
48009503	3	0	8303	8388641	2100	1800	4	1	1	2
48017809	3	0	0	65538	0	0	0	0	0	4194304
48049769	3	0	0	33	1600	1200	4	4096	16	512
48063985	3	0	16565	97	1400	1600	6	4096	8	262656
48086335	3	0	151	33	2000	1600	5	4	16	262144
48092532	3	0	0	33	1800	200	4	1	32	262144
48094997	3	0	0	17	1000	2100	4	32	4	0
48109103	3	0	0	17	1200	900	3	64	2	0
48115277	3	0	0	33	1000	1500	4	256	1	786432
48115278	3	0	0	16401	1000	1500	4	256	1	0
48130397	3	0	70	65538	0	0	0	0	0	268697608
48135190	3	0	0	4	0	0	0	0	0	16
48144509	3	0	4587673	2	0	0	0	0	0	268697608
48148828	3	0	0	33	1400	1400	3	16384	1	4
48156348	3	0	25	97	2400	1500	6	512	32	262179
48179391	3	0	0	524290	0	0	0	0	0	16850946
48202661	3	0	0	17	100	100	5	4	4	0
48206762	3	0	0	262146	0	0	0	0	0	262148
48210156	1	0	175	4129	300	600	3	8	32	4456448
48216773	3	0	0	4	0	0	0	0	0	32
48229808	3	0	65	33	3000	1800	8	8192	4	2147483649
48252330	3	0	113	33	1500	800	4	2	1	544
48276469	3	0	0	131076	0	0	0	0	0	4194304
48305365	3	0	0	17	1700	1150	4	1	1	0
48333324	3	0	149	2	0	0	0	0	0	3221487616
48343627	3	0	0	33	0	0	1	8	32	3
48356796	3	0	0	131074	0	0	0	0	0	256
48357738	3	0	0	131076	0	0	0	0	0	0
48365709	3	0	0	17	1700	1200	5	1	1	0
48370501	3	0	48	8225	1800	1000	7	4	16	66048
48381268	3	0	38	33	500	1800	3	32	1	16908288
48411996	3	0	34	33	500	400	2	65536	4	786432
48411997	3	0	34	16401	0	0	1	65536	4	0
48422921	3	0	0	65538	0	0	0	0	0	2097154
48424886	3	0	157	97	2450	1950	7	256	4	1026
48439321	3	0	113	131076	0	0	0	0	0	4194304
48445393	3	0	36	65538	0	0	0	0	0	266
48447192	3	0	0	262146	0	0	0	0	0	1067
48453776	3	0	0	33	2400	1500	8	8	32	3145996
48497555	3	0	0	4	0	0	0	0	0	262145
48505422	3	0	61	33	1500	1500	3	1	2	263192
48531733	3	0	90	17	1100	800	3	4096	2	0
48539234	3	0	0	131076	0	0	0	0	0	256
48546368	3	0	0	161	2000	3000	12	4	16	3
48568432	3	0	0	1057	500	1700	3	8192	4	18087936
48576971	3	0	0	262146	0	0	0	0	0	320
48579379	3	0	0	33	3500	3000	8	2048	1	262144
48582558	3	0	107	4	0	0	0	0	0	16777216
48588176	3	0	0	33	600	600	2	2048	1	1049088
48642904	3	0	0	2	0	0	0	0	0	2048
48649353	3	0	0	17	2150	1950	6	8	32	0
48653261	3	0	0	65538	0	0	0	0	0	256
48659020	3	0	0	2097185	1000	1000	3	2	16	262144
48675364	3	0	69	33	2100	800	4	8	32	512
48680970	1	0	0	131076	0	0	0	0	0	33817090
48686504	3	0	0	33	500	1400	3	1024	4	1310728
48700891	3	0	0	33	1000	600	3	8	32	4194304
48712195	3	0	0	131074	0	0	0	0	0	256
48716139	3	0	0	262146	0	0	0	0	0	16400
48716527	3	0	190	131076	0	0	0	0	0	2147483656
48737767	3	0	0	33	1200	400	3	1	1	262400
48739166	3	0	72	8388641	2100	1000	4	64	2	1090519040
48742406	3	0	0	33	1400	600	3	4	16	6356992
48766543	3	0	0	17	2500	1600	5	32	8	0
48768179	3	0	26	33	1800	1500	5	1	32	168
48783998	3	0	0	33	1400	800	4	4	16	3407872
48800175	3	0	0	2	0	0	0	0	0	528
48868994	3	0	38	33	0	0	1	32	8	4198400
48928529	3	0	8061000	8388641	500	500	1	2	32	1090535424
48934760	3	0	0	65538	0	0	0	0	0	512
48940337	3	0	0	16777233	2500	800	117899270	65536	8	0
48948935	3	0	0	33	3300	2500	8	8	32	262656
48964966	3	0	0	33	2600	800	7	4	16	5505024
48976825	3	0	0	65538	0	0	0	0	0	1032
48995978	3	0	8585288	8388641	3200	2300	8	32	32	67108864
48996569	3	0	602120	97	2500	2000	7	1	1	48
49003308	3	0	0	17	1850	1000	4	524288	2	0
49003716	3	0	51	33	1700	800	4	512	32	278528
49010598	3	0	0	1048580	0	0	0	0	0	2147483658
49032236	1	0	72	8388641	3200	4000	10	32	1	33554432
49033797	3	0	0	2	0	0	0	0	0	1879310336
49036338	3	0	193	17	2500	0	6	1048576	16	0
49064413	3	0	0	129	3200	1800	8	8	32	0
49080532	3	0	11	4129	1200	0	2	2048	32	262152
49127943	3	0	0	17	800	600	2	1024	1	0
49140998	3	0	0	2	0	0	0	0	0	1064
49144107	3	0	0	2097185	1000	1900	3	16384	1	4194304
49191560	3	0	110	33	1800	1300	4	2	8	1049616
49195710	3	0	4168	8388641	1600	0	3	8	32	33562624
49202331	3	0	4211	8388641	3800	4000	11	32	8	4227072
49204190	3	0	0	4	0	0	0	0	0	8192
49217579	3	0	0	33	2800	2000	8	1	16	270340
49218300	3	0	0	17	1450	1200	4	2	32	0
49221191	3	0	4168	8388641	2800	2100	4	262144	2	270336
49249907	3	0	179	33	2000	100	6	16384	8	262144
49251811	3	0	0	4	0	0	0	0	0	2147483648
49258578	3	0	0	17	700	800	3	16384	32	0
49267971	3	0	0	65538	0	0	0	0	0	8192
49328340	3	0	0	131074	0	0	0	0	0	16640
49352945	3	0	602120	97	3000	2500	9	1	8	2081
49366157	3	0	208	65538	0	0	0	0	0	2
49370026	3	0	0	17	600	900	3	2	16	0
49374988	3	0	113	33	0	1800	3	16384	1	2080
49375719	3	0	147	33	1000	800	3	1	1	131072
49389523	3	0	0	8225	2800	2000	8	16384	16	262144
49398568	3	0	0	65538	0	0	0	0	0	0
49417509	3	0	0	17	1200	800	3	16384	1	0
49441499	3	0	65	33	0	0	1	2048	8	33816584
49456901	3	0	8851528	8388641	3000	1500	5	2	32	2151678145
49460512	3	0	51	4129	2300	1600	6	512	32	262144
49469105	3	0	70	2	0	0	0	0	0	262144
49479374	3	0	0	65538	0	0	0	0	0	1040
49514333	3	0	0	131076	1000	1800	4	256	16	262144
49522489	3	0	18	33	1200	800	3	64	2	8192
49551909	3	0	111	4	0	0	0	0	0	4194306
49563947	3	0	0	17	1200	3000	6	2	2	0
49587034	3	0	0	4	0	0	0	0	0	4
49587396	3	0	0	17	1700	1400	5	32	32	0
49597193	3	0	4167	97	1800	1800	6	4096	1	4227072
49600724	3	0	0	4	0	0	0	0	0	2097156
49633574	3	0	53	4129	800	500	2	8	16	262152
49645921	3	0	13	33	2400	600	6	2048	1	16384
49669730	3	0	0	131074	0	0	0	0	0	2359296
49674183	3	0	0	33	2400	1300	7	1024	1	1311764
49678559	3	0	8781896	8388641	2500	2000	4	4	16	2164269056
49680980	3	0	29	33	1900	1200	4	256	1	2148532235
49681811	3	0	0	33	2300	1700	5	1	1	2148532736
49702428	1	0	0	2	0	0	0	0	0	2
49721904	3	0	61	33	1800	500	4	1	1	270336
49771608	3	0	0	33	1300	1000	4	4	16	8388608
49785720	3	0	121	33	2000	500	5	32768	4	262144
49791927	3	0	0	17	1300	1100	4	32768	1	0
49791928	3	49791927	0	17	1300	1100	4	32768	1	0
49808196	3	0	0	33	800	300	3	8	32	786432
49808197	3	0	0	16401	0	0	1	8	32	0
49814180	3	0	0	33	1900	1000	5	256	1	294912
49823708	3	0	214	4129	400	300	1	8192	16	262656
49826746	3	0	0	33	1300	1200	3	2	8	0
49833312	3	0	38	4	0	0	0	0	0	262144
49838105	3	0	144	131076	0	0	0	0	0	8
49868263	3	0	0	97	2000	1200	6	1	1	2147483649
49879995	3	0	0	33	2300	2200	8	8192	16	262144
49881766	3	0	69	17	1900	1500	4	8	32	0
49885567	3	0	8373	33	1400	600	4	4096	8	516
49888191	3	0	0	17	2400	2000	7	32768	1	0
49905576	3	0	0	33	1600	1200	4	4	16	8388611
49919798	1	0	4198	2097185	1200	1900	4	32	8	262656
49959355	3	0	0	4129	1300	0	3	16	32	1048584
49966595	3	0	209	131076	0	0	0	0	0	262144
49980185	3	0	0	4	0	0	0	0	0	8388608
49998907	3	0	0	4	0	0	0	0	0	0
50005633	3	0	0	17	2000	1600	6	1	32	0
50032342	3	0	47	33	1600	1600	4	2	2	264
50045299	3	0	0	131076	0	0	0	0	0	1050624
50074392	3	0	0	33	2200	1000	5	512	2	262144
50074522	3	0	0	2097185	300	1000	3	2048	16	1048578
50078320	3	0	0	33	1800	1200	4	2	32	3
50078509	3	0	0	131076	0	0	0	0	0	2147549184
50088247	3	0	47	33	1000	400	2	64	2	262152
50091196	3	0	23	12321	200	1500	2	32	16	536871168
50122883	3	0	0	2097185	500	300	2	8	32	2048
50140163	3	0	65	33	1500	1500	7	2	32	16781312
50152549	3	0	0	262146	0	0	0	0	0	65536
50155385	3	0	0	33	200	2000	4	512	8	16777728
50164989	3	0	0	33	0	1000	2	1024	1	262144
50176820	3	0	0	17	1800	1500	5	32	2	0
50185950	1	0	0	33	300	200	1	8	32	16777476
50215517	3	0	0	2	0	0	0	0	0	1
50243722	3	0	0	4	0	0	0	0	0	262144
50259460	3	0	0	33	1100	900	3	8	32	268435456
50260683	3	0	7340104	8388641	2000	2500	4	32	16	8194
50263751	3	0	0	33	-2	-2	7	8	32	8192
50277973	3	0	0	131076	1800	1000	4	0	0	262144
50278554	3	0	36	8225	3000	2200	9	8192	1	262163
50282757	3	0	24584	97	2000	2500	6	8	4	4194304
50287060	3	0	69	33	2200	2500	6	8	32	8192
50292967	3	0	0	4	0	0	0	0	0	1048580
50304345	3	0	24584	33	300	600	2	8	32	256
50319138	3	0	0	33	0	1500	3	8	32	262144
50321796	3	0	47	8225	2300	1400	6	262144	2	24
50323155	3	0	0	1048580	0	0	0	0	0	2
50400231	3	0	0	33	0	0	5	32	16	16785408
50407691	3	0	200	16777233	1500	2500	117899269	1	4	1536
50412166	3	0	0	33	100	100	1	256	1	8
50418970	3	0	0	262146	0	0	0	0	0	4196368
50427388	3	0	0	2	0	0	0	0	0	2
50433147	3	0	66	524290	0	0	0	0	0	16777218
50449881	3	0	0	8388641	2400	1800	5	131072	32	98304
50457953	3	0	0	33	100	1400	4	8192	1	0
50470982	3	0	0	4	0	0	0	0	0	146800640
50474354	3	0	136	33	1800	700	4	512	16	512
50485594	3	0	0	16777249	300	100	84213764	16384	1	262656
50491121	3	0	4207	33	1600	1000	4	1	1	8192
50527144	3	0	141	4	0	0	0	0	0	50331648
50532786	3	0	0	33	2600	1600	6	32768	2	8192
50593156	3	0	0	33	300	1600	3	2	16	134217730
50604950	3	0	4109	33	1800	800	4	1	1	73736
50608164	3	0	40968	97	2500	1800	8	1	16	8192
50613779	3	0	0	33	600	1200	3	2	32	8650752
50615578	3	0	2818065	33	2200	1800	5	32	1	2304
50621530	3	0	0	33	1400	1000	4	8192	2	8192
50684552	3	0	0	4	0	0	0	0	0	262144
50692511	3	0	186	2	0	0	0	0	0	262144
50702124	3	0	0	4129	1000	600	3	32	1	262144
50705071	3	0	0	33	3000	2300	8	32	32	262144
50712728	3	0	46	33	800	800	3	2	32	4194304
50720316	3	0	12296	33	1000	1500	4	1	32	512
50725996	3	0	162	33	2500	2100	7	1	32	3
50732780	3	0	0	4129	100	600	1	8	32	1310720
50766506	3	0	97	131076	0	0	0	0	0	262144
50781944	3	0	0	33	2600	1800	7	16384	16	8388608
50785356	3	0	0	33	800	700	3	1	1	0
50789693	3	0	0	8388641	400	1000	2	1048576	2	16785408
50823978	3	0	0	33	800	200	2	131072	2	0
50866755	3	0	0	545	2100	1800	6	512	4	17
50893987	3	0	25	33	1800	800	4	16384	1	520
50896944	3	0	0	33	1800	1100	4	65536	1	2048
50903514	3	0	0	33	1800	1600	4	1	4	270336
50913601	3	0	0	524290	0	0	0	0	0	1056768
50916353	3	0	0	33	1200	1400	4	1	32	4194304
50920465	3	0	0	33	1600	1400	4	512	2	262144
50930991	3	0	0	17	1700	1000	4	2	16	0
50933533	3	0	7	33	3000	2000	8	32	1	4210688
50939127	3	0	0	33	1200	1500	5	8192	16	16777216
50951359	3	0	0	4	0	0	0	0	0	262144
50957346	3	0	0	33	2000	1500	7	524288	1	2097154
51020079	3	0	0	33	1500	1700	4	2	1	262144
51043053	3	0	0	33	0	1900	4	8192	16	0
51043243	3	0	62	2097185	1200	500	4	524288	16	1049088
51047350	3	0	0	33	100	900	2	1	16	262144
51085303	3	0	12296	33	1900	2000	6	1024	1	8192
51099515	3	0	0	4	0	0	0	0	0	8192
51119924	3	0	0	33	1000	1000	3	1024	1	1052680
51124303	3	0	180	130	0	0	0	0	0	0
51126152	3	0	0	33	3000	3000	10	32	1	8193
51192573	3	0	0	33	2600	2000	7	524288	16	67117056
51194046	3	0	170	16777233	2400	1000	16842757	32	1	256
51196174	3	0	0	33	-2	0	2	4096	16	8192
51196805	3	0	141	33	1200	1100	3	16	32	2052
51228280	3	0	62	17	1800	1500	5	2048	1	0
51232472	3	0	6	33	300	500	2	8	32	1
51254277	3	0	0	33	1800	300	3	131072	2	4
51254980	3	0	42	33	1700	1500	4	2048	1	10
51267887	3	0	0	262146	0	0	0	0	0	8192
51275027	3	0	0	33	0	100	1	2	16	65536
51282878	3	0	150	33	200	200	2	131072	2	262152
51316684	3	0	187	33	2600	0	7	8	4	4
51324455	3	0	0	4	0	0	0	0	0	1049088
51345461	3	0	0	33	2450	1700	7	1	1	8192
51351302	3	0	0	33	1600	1600	4	2	32	0
51355346	3	0	0	33	2000	0	4	128	4	1073154
51365514	3	0	105	2	0	0	0	0	0	262144
51371017	3	0	0	2097185	900	700	3	1	8	4194304
51394546	3	0	0	4	0	0	0	0	0	4194304
51402177	3	0	92	33	2500	3000	10	16384	16	4456448
51402908	3	0	0	33	3000	3000	10	8	32	262152
51405049	3	0	0	2	0	0	0	0	0	4194816
51435705	3	0	112	33	900	600	3	256	16	512
51447164	3	0	39	8225	3300	2200	10	32	1	2147745804
51449743	3	0	0	4	0	0	0	0	0	4194352
51452091	3	0	0	131076	0	0	0	0	0	2147483648
51481927	3	0	0	131074	0	0	0	0	0	8388608
51482758	3	0	0	2	0	0	0	0	0	1
51531505	3	0	152	16777233	900	2700	134742023	2	2	1
51534754	3	0	0	33	800	1400	3	64	2	2
51543904	3	0	72	8388641	4000	2000	10	8192	16	2147745795
51549976	3	0	0	2	0	0	0	0	0	3
51554871	3	0	0	33	1200	200	3	256	4	8196
51555725	3	0	36	33	2100	700	6	32	1	262146
51562916	3	0	0	2	0	0	0	0	0	2359296
51566770	3	0	5373963	33	1200	1700	4	8	32	16777216
51589188	3	0	85	65538	0	0	0	0	0	24577
51616747	3	0	0	33	500	500	2	1	4	32
51617185	3	0	54	33	2600	1500	8	32	1	262152
51630558	3	0	0	2	0	0	0	0	0	264
51632798	3	0	0	33	2800	2000	7	32	32	8192
51638941	3	0	0	17	1600	1800	4	32	16	0
51670553	3	0	96	131074	0	0	0	0	0	0
51701885	3	0	0	33	500	1800	2	1048576	1	262148
51717541	3	0	11	4	0	0	0	0	0	7
51735257	3	0	72	8388641	2100	1500	4	1024	32	4194312
51773900	3	0	0	2	0	0	0	0	0	0
51790181	3	0	0	2	0	0	0	0	0	36
51808422	3	0	12301	33	2400	1800	6	1	1	262144
51814159	3	0	186	33	1000	1600	4	512	32	1024
51827737	3	0	2	4129	200	400	1	32	32	0
51828629	3	0	0	65	1850	1500	5	1	16	0
51838385	3	0	0	33	1500	500	4	8	16	8192
51852507	3	0	0	33	1000	100	3	1	1	2147483649
51855378	3	0	67	33	1800	1000	4	1	1	8192
51858306	3	0	0	33	1600	1000	4	8192	16	3146772
51865604	3	0	0	33	500	100	1	1	16	262404
51912531	3	0	0	4129	500	1000	3	1024	1	0
51916032	3	0	188	33	800	2000	4	32	32	262656
51925772	3	0	0	4129	1100	400	2	8192	4	1049600
51934376	3	0	0	17	1700	1500	4	65536	2	0
51945556	3	0	0	33	2400	1000	5	4096	16	2
51960178	3	0	0	8388641	1900	1500	4	4	16	256
51962254	3	0	0	33	1000	900	4	512	8	1056768
51976476	3	0	76	4	0	0	0	0	0	4
51987571	3	0	0	33	1800	1600	4	256	1	786432
51987572	3	0	0	16401	0	0	1	256	1	0
52031567	3	0	12296	97	1900	3000	6	1	1	0
52035300	3	0	0	33	1200	600	3	1	32	1310720
52038272	3	0	187	33	1600	0	3	8	4	6
52040216	3	0	100	33	2000	2500	7	8192	8	8192
52068432	3	0	180	161	2700	2000	9	1	2	2147483648
52077741	3	0	0	33	1400	1200	4	1	1	16777216
52085072	1	0	0	33	5000	5000	12	8	32	50659328
52090844	3	0	0	33	1300	1000	3	32	32	4194304
52097679	3	0	0	2	0	0	0	0	0	8192
52098461	3	0	9	2	0	0	0	0	0	18
52101615	3	0	0	33	1000	1600	3	256	32	270794752
52105192	3	0	0	2	0	0	0	0	0	520
52112003	3	0	0	2	0	0	0	0	0	0
52121290	3	0	0	17	400	1400	3	256	1	0
52128900	3	0	0	2	0	0	0	0	0	532480
52140003	3	0	0	131076	0	0	0	0	0	4194304
