id	name	desc	str1	str2	str3	str4	str5	str6	str7	str8	str9	str10	str11	str12	str13	str14	str15	str16
69610924	Number 17: Leviathan Dragon	"2 Level 3 monsters
Once per turn: You can detach 1 Xyz Material from this card; this card gains 500 ATK. If this card has no Xyz Material, it cannot attack your opponent directly."	Gain attack															
69632396	Goblin Out of the Frying Pan	Pay 500 Life Points. Negate the activation of a Spell Card and return it to the owner's hand.																
69633792	Evolsaur Terias	"When this card is Special Summoned by the effect of an ""Evoltile"" monster: This card loses 500 ATK."																
69669405	Horn Imp	A small fiend that dwells in the dark, its single horn makes it a formidable opponent.																
69695704	Battlestorm	This card gains 100 ATK for each face-up Winged Beast-Type monster you control. Once per turn, if you control 3 or more face-up Winged Beast-Type monsters, you can destroy 1 Spell or Trap Card your opponent controls.	S/T Destruction															
69723159	Bujingi Quilin	"If you control a Beast-Warrior-Type ""Bujin"" monster: You can banish this card from your Graveyard, then target 1 face-up card your opponent controls; destroy that target. You can only use the effect of ""Bujingi Quilin"" once per turn."	Destroy															
69724380	Terrible Deal	Activate only by paying 1000 Life Points when your opponent activates a Spell Card. Your opponent discards 1 random card.																
69750536	Wow Warrior	A fish with arms, legs, and some very sharp teeth.																
69750546	Volcanic Scattershot	"When this card is sent to the Graveyard, inflict 500 damage to your opponent. If this card is sent to the Graveyard for the effect of a ""Blaze Accelerator"" card, you can send 2 ""Volcanic Scattershots"" from your hand / Deck to the Graveyard to destroy all monsters your opponent controls."	Inflict damage	Destroy all monsters your opponent controls.														
69757518	Number C5: Chaos Chimera Dragon	"3 or more Level 6 monsters
This card gains 1000 ATK for each Xyz Material attached to it. If this card attacks, at the end of the Damage Step: You can detach 1 Xyz Material from this card; this card can attack an opponent's monster again in a row. At the end of the Battle Phase: You can pay half your Life Points, then target 2 cards in any Graveyard(s); place 1 of them on top of the Deck, and if you do, attach the other to this card as an Xyz Material."																
69764158	Peropero Cerperus	If you take damage by battle or by an opponent's card effect while this card is in your Graveyard: You can banish this card, then target 1 card on the field; destroy it.																
69780745	Garvas	A wicked beast that resembles a winged lion.																
69831560	Arcana Force EX - The Dark Ruler	This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by sending 3 monsters you control to the Graveyard. When this card is Special Summoned, toss a coin. ● Heads: This card can attack twice during the same Battle Phase. If this card battles twice using this effect, it is changed to Defense Position at the end of the Battle Phase. This card's battle position cannot be changed until the end of your next turn, except with a card effect. ● Tails: If this card is destroyed, destroy all cards on the field.	Coin toss															
69832741	Spirit Elimination	When monsters in the Graveyard are removed from play, remove monsters on your side of the field from play as substitutes. This card remains active until the end of the turn that it is activated. The substitutes remain removed from play.	Select monsters on your side of the field to banish															
69838592	Yosenju Oyam	"When an opponent's monster declares a direct attack: You can send 1 ""Yosenju"" monster from your hand to the Graveyard, except ""Yosenju Oyam""; Special Summon this card from your hand. You can only use this effect of ""Yosenju Oyam"" once per turn. At the start of the Damage Step, if this card battles an opponent's monster: You can have this card's ATK and DEF become equal to the original ATK of the monster it is battling, until the end of this turn. When this card is destroyed by battle and sent to the Graveyard: You can add 1 ""Yosenju"" card from your Deck to your hand."	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
69840739	Artifact Durendal	"2 Level 5 monsters
Once per turn, during either player's turn, you can activate 1 of these effects.
● When a monster effect is activated on the field, OR when a Normal Spell/Trap Card is activated: You can detach 1 Xyz Material from this card; the activated effect becomes ""Destroy 1 Spell/Trap Card your opponent controls"".
● You can detach 1 Xyz Material from this card; each player with a hand shuffles their entire hand into the Deck, then each player draws the same number of cards they shuffled into the Deck."	Change effect	Shuffle entire hand into the Deck														
69846323	Piercing Moray	Once per turn: You can Tribute 1 Fish, Sea Serpent, or Aqua-Type monster; this card gains 600 ATK. If this card attacks a Defense Position monster, inflict piercing Battle Damage to your opponent.	Gain attack															
69865139	Guiding Light	When this card is Normal Summoned: You can target 1 Level 1 LIGHT monster in your Graveyard; Special Summon that target.																
69884162	Elemental HERO Neos Alius	"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it become an Effect Monster with this effect.
● This face-up card's name becomes ""Elemental HERO Neos""."																
69890967	Raviel, Lord of Phantasms	"Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by Tributing 3 Fiend-Type monsters, and cannot be Special Summoned by other ways. Each time your opponent Normal Summons a monster(s): Special Summon 1 ""Phantasm Token"" (Fiend-Type/DARK/Level 1/ATK 1000/DEF 1000) for each monster Summoned. These Tokens cannot declare an attack. Once per turn: You can Tribute 1 monster, this card gains ATK equal to the original ATK of the Tributed monster, until the End Phase."	Special Summon token	Gain attack														
69890968	Phantasm Token	"Summoned with ""Raviel, Lord of Phantasms"". This token cannot declare an attack."																
69893315	Dice Armadillo	An armadillo monster that rolls up to form a dice-like shape.																
69931927	Earthbound Immortal Chacu Challhua	"There can only be 1 face-up ""Earthbound Immortal"" monster on the field. If there is no face-up Field Spell Card on the field, destroy this card. Your opponent cannot select this card as an attack target. This card can attack your opponent directly. While this card is in face-up Defense Position, your opponent cannot conduct their Battle Phase. Once per turn, you can inflict damage to your opponent equal to half the DEF of this card. This card cannot attack the turn this effect is used."	Inflict damage															
69933858	Gilford the Legend	This card cannot be Special Summoned. When this card is Normal Summoned, you can equip as many Equip Spell Cards from your Graveyard as possible to a face-up Warrior-Type monster(s) you control.																
69937550	Crystal Beast Amber Mammoth	"When another face-up ""Crystal Beast"" monster you control is targeted for an attack: You can make this card the attack target instead. If this face-up card is destroyed while it is in a Monster Card Zone, you can place it face-up in your Spell & Trap Card Zone as a Continuous Spell Card, instead of sending it to the Graveyard."	Place in Spell/Trap zone instead of destruction	Redirect target														
69954399	Ekibyo Drakmord	The equipped monster cannot attack. Destroy the equipped monster at the end of its controller's 2nd turn after this card is activated. At that time, this card is returned to the owner's hand.	Destroy	Return to hand														
69982329	Pendulum Shift	Target 1 card in either player's Pendulum Zone, and declare a Pendulum Scale from 1 to 10; this turn that card becomes that Pendulum Scale.	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
69992868	Muse-A	A fairy of the arts that is unbeatable on the harp.																
70000776	Hidden Temples of Necrovalley	"Activate only if both a ""Gravekeeper's"" monster and ""Necrovalley"" are on the field. Neither player can Special Summon monsters, except ""Gravekeeper's"" monsters. If either a ""Gravekeeper's"" monster or ""Necrovalley"" is not on the field, destroy this card."																
70026064	Bujin Hiruko	"Pendulum Scale = 3
[ Pendulum Effect ]
You can banish this card from your Pendulum Zone, then target 1 ""Bujin"" Xyz Monster you control; Special Summon from your Extra Deck, 1 ""Bujin"" Xyz Monster with a different name than that target, by using it as the Xyz Material. (This Special Summon is treated as an Xyz Summon. Xyz Materials attached to it also become Xyz Materials on the Summoned monster.)
----------------------------------------
[ Flavor Text ]
A wicked god who was sealed away after his deadly showdown with Bujin Hirume over the throne of the Chief God in the distant past. In order to break the seal placed on him, he controlled Hirume, created the sinister Amaterasu, and threatened to engulf the world in darkness. But his ambitions were thwarted by the young Yamato and his allies."																
70043345	U.A. Penalty Box	"At the start of the Damage Step, if your ""U.A."" monster battles an opponent's monster: You can banish that opponent's monster until your opponent's 2nd End Phase. You can only use this effect of ""U.A. Penalty Box"" once per turn. You can banish this card from your Graveyard; add 1 ""U.A."" Spell Card from your Deck to your hand."	Activate effect?															
70046172	Rush Recklessly	Target face-up monster gains 700 ATK until the End Phase.																
70050374	Twin-Barrel Dragon	When this card is Summoned, select 1 card your opponent controls. Toss a coin twice, and if the result is 2 heads destroy the selected card.	Destroy															
70054514	Darksea Float	When this card on the field is destroyed by a card effect and sent to the Graveyard, the owner of this card draws 1 card.	Draw															
70074904	D.D. Assailant	When this card is destroyed by battle with an opponent's monster, remove from play that monster and this card.	Banish															
70083592	Suture Rebirth	"Target 1 ""Fluffal"" or ""Frightfur"" monster in your Graveyard; Special Summon it, but its effects are negated. You can only activate 1 ""Suture Rebirth"" per turn."	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
70083723	Naturia Dragonfly	"This card cannot be destroyed by battle with a monster that has 2000 or more ATK. This card gains 200 ATK for each ""Naturia"" monster in your Graveyard."																
70084224	Neck Hunter	A fiend that wields a mean sickle and fires devastating beams from its eyes.																
70089580	Aurora Wing	"When this card is destroyed by battle and sent to the Graveyard: You can Special Summon this card in face-up Attack Position. You can only use the effect of ""Aurora Wing"" once per turn."	Special Summon															
70095154	Cyber Dragon	If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand).																
70095155	Cyber Dragon	If your opponent controls a monster and you control no monsters, you can Special Summon this card (from your hand).																
70101178	Panther Shark	"If your opponent controls 2 or more monsters, you can Normal Summon this card without Tributing. If you control ""Eagle Shark"", you can Special Summon this card (from your hand). You can only control 1 ""Panther Shark""."	Normal Summon without Tribute															
70138455	Blast Juggler	You can only activate this effect during your Standby Phase. Tribute this face-up card to select and destroy 2 face-up monsters with an ATK 1000 or less.	Destroy															
70156997	Spiritual Earth Art - Kurogane	Tribute 1 EARTH monster on your side of the field. Special Summon 1 Level 4 or lower EARTH monster from your Graveyard, except the Tributed monster.																
70187958	Dark Desertapir	When this card is removed from play, you can select 1 Level 4 or lower Beast-Type monster in your Graveyard and Special Summon it.	Special Summon															
70194827	Blade Bounzer	Once per turn, if this card attacks and your opponent controls a monster at the end of the Damage Step: You can discard 1 card; this card can attack an opponent's monster once again during this Battle Phase.	Attack again?															
70222318	Mount Sylvania	"You can send 1 Plant-Type monster from your hand or face-up from your side of the field to the Graveyard; choose 1 ""Sylvan"" card from your Deck and place it on top of the Deck. You can only use this effect of ""Mount Sylvania"" once per turn. Once per turn, during your opponent's End Phase: You can excavate the top card of your Deck, and if it is a Plant-Type monster, send it to the Graveyard. Otherwise, place it on either the top or bottom of your Deck."	"Choose 1 ""Sylvan"" monster from your Deck and place it on top of your Deck"	Top of Deck	Bottom of Deck	Excavate												
70231910	Dark Core	Discard 1 card. Banish 1 face-up monster.																
70245411	Toy Vendor	"Once per turn: You can discard 1 card; draw 1 card and reveal it, then if it is a ""Fluffal"" monster, you can Special Summon 1 monster from your hand. Otherwise, discard the card you drew. If this card is sent to the Graveyard: You can add 1 ""Edge Imp Sabres"" or 1 ""Fluffal"" monster from your Deck to your hand."	Draw	Add card	Special Summon 1 monster from your hand?													
70261145	Naturia Tulip	"Each time your opponent activates a Spell or Trap Card, all face-up ""Naturia"" monster(s) you control gain 500 ATK until the End Phase."																
70271583	"Karakuri Watchdog mdl 313 ""Saizan"""	"This card must attack if able. When this face-up card on the field is selected as an attack target, change its Battle Position. When you take Battle Damage from a battle involving this card, all face-up ""Karakuri"" monsters you control gain 800 ATK and DEF until the End Phase. While this card is in face-up Attack Position, it cannot be destroyed by battle."	Change battle position	Increase ATK and DEF														
70278545	Pot of Generosity	Return 2 cards from your hand to your Deck. Then shuffle your Deck.																
70284332	Tuner's Scheme	Activate only when a Synchro Monster is Special Summoned to your opponent's side of the field. Take control of that Synchro Monster. Remove it from play when it is destroyed. Destroy this card when that monster is removed from the field.																
70307656	Mucus Yolk	This card can attack your opponent's Life Points directly. Each time this card inflicts Battle Damage to your opponent's Life Points, increase the ATK of this card by 1000 points during your next Standby Phase. The ATK increase lasts as long as this card remains face-up on the field.	Gain attack															
70329348	Fire Formation - Tenken	Activate only during Main Phase 1. When this card is activated: Target 1 Beast-Warrior-Type monster you control; during this phase, its effects are negated, also it is unaffected by the effects of cards other than this card. (This applies even if this card leaves the field.) All Beast-Warrior-Type monsters you control gain 300 ATK.																
70342110	Dimensional Prison	When an opponent declares an attack: Target that monster; banish that target.																
70344351	Riryoku Field	Negate the activation of a Spell Card that targets 1 monster on the field and destroy the Spell Card.																
70345785	Yamadron	This monster has three fire-breathing heads and can form a sea of blazing flames.																
70355994	Brotherhood of the Fire Fist - Gorilla	"Once per turn, when this card destroys an opponent's monster by battle and sends it to the Graveyard: You can Set 1 ""Fire Formation"" Spell Card directly from your Deck. Once per turn: You can send 1 face-up ""Fire Formation"" Spell/Trap Card you control to the Graveyard to target 1 Spell/Trap Card on the field; destroy that target."	Search and Set	Destroy Spell/Trap														
70368879	Upstart Goblin	Draw 1 card from your Deck. Increase your opponent's Life Points by 1000 Life Points.																
70391588	Star Siphon	"Activate only when a Synchro Monster is Special Summoned, by selecting it. Special Summon 1 ""Siphon Token"" (Spellcaster-Type/DARK/Level 1/ATK 0/DEF 0). Its Level is that of the selected monster, and the selected monster is now Level 1."																
70391589	Siphon Token	"Special Summon with the effect of ""Star Siphon""."																
70406920	Machine King - 3000 B.C.	After activation, Special Summon this card; it is treated as an Effect Monster Card (Machine-Type/EARTH/Level 4/ATK 1000/DEF 1000). You cannot Normal or Special Summon another monster the turn you activate this card. Once per turn, you can Tribute 1 Machine-Type monster to have this card gain ATK equal to the Tributed monster's ATK, until the End Phase. (This card is still treated as a Trap Card.)	Gain ATK															
70422863	Hexatellarknight	"Each ""tellarknight"" Xyz Monster gains 200 ATK and DEF for each Xyz Material attached to it. When a ""tellarknight"" Xyz Monster you control is targeted for an attack: You can send 1 ""tellarknight"" card from your hand to the Graveyard; negate that attack."																
70423794	Morphtronic Cord	"Equip only to a ""Morphtronic"" monster. Each time the equipped monster's battle position is changed, destroy 1 Spell or Trap Card on the field."	"Destroy 1 Spell or Trap Card on the field.
"															
70456282	Assault Blackwing - Kunai the Drizzle	"You can Special Summon this card (from your hand) by Tributing 1 ""Blackwing"" monster, but it is treated as a Tuner monster. Once per turn: You can target 1 Synchro Monster you control, then declare a Level from 1 to 8; it becomes that Level until the end of this turn."	"Special Summon by Tributing a ""Blackwing"" monster"	Change level	Select a level from 1 to 8													
70458081	Performapal Thunderhino	"Your opponent cannot target other ""Performapal"" monsters for attacks, except this one. If an ""Performapal"" card(s) you control would be destroyed by battle or card effect, except ""Performapal Thunderhino"", while this card is in your Graveyard, you can banish this card instead."	"Banish ""Performapal Thunderhino"" instead?"															
70479321	Performapal Drummerilla	"Pendulum Scale = 2
[ Pendulum Effect ]  
Once per turn, when an attack is declared involving a monster you control and an opponent's monster: You can target that monster you control; it gains 600 ATK until the end of the Battle Phase.
----------------------------------------
[ Monster Effect ]  
If there are no monsters on the field, you can Normal Summon this card without Tributing. If this card is Normal Summoned without Tributing, its Level becomes 4. Once per turn, when an attack is declared involving a monster you control and an opponent's monster: You can target that monster you control; it gains 600 ATK until the end of the Battle Phase."	Normal Summon without Tribute															
70546737	Umbral Horror Will o' the Wisp	"When this card is Normal or Special Summoned: You can target 1 ""Umbral Horror"" monster you control or in your Graveyard; this card's Level becomes the current Level of that monster. When this face-up Attack Position card is destroyed by battle and sent to the Graveyard, if it was face-up at the start of the Damage Step: Destroy the monster that destroyed it."	Change Level	Destroy														
70560957	Toon Rollback	Target 1 Toon monster you control; it can make a second attack during each Battle Phase this turn.																
70583986	Dewloren, Tiger King of the Ice Barrier	"1 Tuner + 1 or more non-Tuner WATER monsters
Once per turn, you can return any number of face-up cards you control to the owner's hand. For each card returned to the owner's hand by this effect, this card gains 500 ATK until the End Phase."	Return to Hand, Increase ATK															
70595331	Il Blud	"This card is treated as a Normal Monster while face-up on the field or in the Graveyard. While this card is face-up on the field, you can Normal Summon it to have it be treated as an Effect Monster with this effect:
● Once per turn, you can Special Summon 1 Zombie-Type monster from your hand or from either player's Graveyard. When this card is removed from the field, destroy all Zombie-Type monsters Special Summoned by this effect."																
70624184	Constellar Rasalhague	"You can Tribute this card; Special Summon 1 ""Constellar"" monster from your hand or Graveyard in face-up Defense Position, except ""Constellar Rasalhague""."	Special Summon															
70630741	Rescue Warrior	You take no Battle Damage from battles involving this card. If this card is destroyed by battle, select 1 face-up monster your opponent controls that you own, and take control of it.	Take control															
70655556	Spear Shark	When this card is Normal Summoned: You can increase the Levels of all Level 3 Fish-Type monsters you currently control by 1. If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent.	Increase level															
70668285	Star Seraph Sword	"Once per turn: You can send 1 ""Star Seraph"" monster from your hand to the Graveyard; this card gains ATK equal that monster's ATK until the End Phase."	Gain ATK															
70676581	Dark General Freed	This card cannot be Special Summoned. Negate the effect of any Spell Card that targets a DARK monster you control and destroy it. You can add 1 Level 4 DARK monster from your Deck to your hand instead of conducting a normal draw in your Draw Phase.	Negate and destroy Spell Card	Search														
70681994	Dragoness the Wicked Knight	"""Armaill"" + ""One-Eyed Shield Dragon"""																
70780151	Thought Ruler Archfiend	"1 Tuner + 1 or more non-Tuner monsters
When this card destroys a monster by battle and sends it to the Graveyard, gain Life Points equal to that monster's original ATK. You can pay 1000 Life Points to negate the activation of a Spell or Trap Card that targets exactly 1 Psychic-Type monster, and destroy it."	Gain Life Points equal to that monster's original ATK	"Negate the activation of a Spell or Trap Card that targets exactly 1 Psychic-Type monster, and destroy it.
"														
70781052	Summoned Skull	"A fiend with dark powers for confusing the enemy. Among the Fiend-Type monsters, this monster boasts considerable force.

(This card is always treated as an ""Archfiend"" card.)"																
70781053	Summoned Skull	"A fiend with dark powers for confusing the enemy. Among the Fiend-Type monsters, this monster boasts considerable force.

(This card is always treated as an ""Archfiend"" card.)"																
70781054	Summoned Skull	"A fiend with dark powers for confusing the enemy. Among the Fiend-Type monsters, this monster boasts considerable force.

(This card is always treated as an ""Archfiend"" card.)"																
70781055	Summoned Skull	"A fiend with dark powers for confusing the enemy. Among the Fiend-Type monsters, this monster boasts considerable force.

(This card is always treated as an ""Archfiend"" card.)"																
70791313	Royal Magical Library	Each time a Spell Card is activated, place 1 Spell Counter on this card (max 3). You can remove 3 Spell Counters from this card to draw 1 card.	Draw card															
70797118	Thunder Nyan Nyan	If there is a non-LIGHT monster on your side of the field, destroy this face-up card.																
70821187	Regenerating Mummy	When this card is sent from your hand to your Graveyard by an opponent's card effect: Return this card to the hand.	Return to hand															
70828912	Premature Burial	Pay 800 Life Points. Select 1 monster from your Graveyard. Special Summon it in face-up Attack Position, and equip it with this card. When this card is destroyed, destroy the equipped monster.																
70832512	Absolute Crusader	When a Level 5 or higher monster is Special Summoned: Tribute this face-up card on the field; destroy that Level 5 or higher monster.	Destroy															
70861343	Ninjitsu Art of Transformation	"Tribute 1 face-up ""Ninja"" monster you control; Special Summon 1 Beast, Winged Beast, or Insect-Type monster with a Level less than or equal to the Level of the Tributed card + 3 from your hand or Deck. When this card leaves the field, destroy that monster."																
70865988	Full Salvo	When this card resolves, send your entire hand to the Graveyard. Inflict 200 damage to your opponent for each card you sent to the Graveyard by this effect.																
70875955	Aerial Recharge	"Once per turn: You can Special Summon 1 ""Mecha Phantom Beast Token"" (Machine-Type/WIND/Level 3/ATK 0/DEF 0). During each player's End Phase, Tribute 1 Token or ""Mecha Phantom Beast"" monster, or send this card to the Graveyard."	Special Summon	"Special Summon 1 Special Summon 1 ""Mecha Phantom Beast Token"" (Machine-Type/WIND/Level 3/ATK 0/DEF 0)?"	"Do you want to tribute 1 ""Mecha Phantom Beast"" monster?"													
70875956	Mecha Phantom Beast Token	"Summoned by the effect of ""Aerial Recharge"""																
70899775	Pianissimo	Target 1 face-up monster you control; this turn, its original ATK becomes 100, also it cannot be destroyed by battle or card effects.																
70902743	Red Dragon Archfiend	"1 Tuner + 1 or more non-Tuner monsters
After damage calculation, when this card attacks a Defense Position monster your opponent controls: Destroy all Defense Position monsters your opponent controls. During your End Phase: Destroy all other monsters you control that did not declare an attack this turn. This card must remain face-up on the field to activate and to resolve this effect."	Destroy all Defense Position monsters your opponent controls.	Destroy all non-attacking Monster														
70903634	Right Arm of the Forbidden One	A forbidden right arm sealed by magic. Whosoever breaks this seal will know infinite power.																
70908596	Constellar Kaus	"Cannot be used as a Synchro Material Monster. Up to twice per turn: You can target 1 ""Constellar"" monster on the field to activate 1 of these effects;
● Increase its Level by 1.
● Reduce its Level by 1."	Change level	Increase level by 1	Decrease level by 1													
70913714	Great Old One Hastur	"1 Tuner + 1 or more non-Tuner monsters
If this card is sent from the Monster Zone to the Graveyard: You can target 1 face-up monster your opponent controls; equip this card from your Graveyard to that target. While equipped by this effect, that monster cannot attack, also its effects are negated. If this card is equipped to a monster by its own effect and leaves the field: Take control of the monster that was equipped with this card."	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
70924884	Alinsection	A stag beetle with saw-like head and arms.																
70946699	Five Brothers Explosion	When this card is activated: Gain 500 Life Points for each Continuous Spell/Trap Card you control. If this face-up card you control is sent to your Graveyard by your opponent's card effect: Inflict 500 damage to your opponent for each Continuous Spell/Trap Card in your Graveyard.																
70948327	Nanobreaker	If this card attacks a face-up Level 3 or lower monster, destroy the monster with this card's effect without applying damage calculation.	Destroy															
70969517	Phantom Beast Rock-Lizard	"If you are Tributing a ""Phantom Beast"" monster or ""Gazelle the King of Mythical Beasts"", this card can be Normal Summoned with 1 Tribute. When this card destroys a monster by battle, inflict 500 damage to your opponent. When this card is destroyed and sent to the Graveyard by your opponent's card effect, inflict 2000 damage to your opponent."	"Normal Summon by Tributing 1 ""Phantom Beast"" monster or ""Gazelle the King of Mythical Beasts"""	Inflict 500 damage	Inflict 2000 damage													
71015787	Silent Wobby	"During your Main Phase: You can Special Summon this card from your hand to your opponent's side of the field. When Summoned this way: Draw 1 card, and if you do, your opponent gains 2000 Life Points. You can only use this effect of ""Silent Wobby"" once per turn. The hand size limit of this card's controller becomes 3."																
71044499	Nobleman of Crossout	Destroy 1 face-down monster and remove it from play. If it is a Flip Effect Monster, remove from play all monsters with the same name from both player's Deck.																
71060915	Feather Wind	"When a Spell/Trap Card is activated while you control a face-up ""Elemental HERO Avian"": Negate the activation and destroy it."																
71068247	Totem Bird	"2 Level 3 WIND monsters
During either player's turn, when a Spell/Trap Card is activated: You can detach 2 Xyz Materials from this card; negate the activation, and if you do, destroy it. This card loses 300 ATK while it has no Xyz Materials."																
71068263	Stuffed Animal	It may look like a harmless stuffed animal, but its zipper mouth deals a deadly bite.																
71069715	D/D Rebuild	"""Dark Contract"" cards you control cannot be destroyed by your opponent's card effects. You can banish this card from your Graveyard, then target up to 3 of your banished ""D/D"" cards, except this card; shuffle them into the Deck."																
71071546	Orbital 7	"When this card is flipped face-up: Place 1 You Got It Boss! Counter on it. You can remove all You Got It Boss! Counters from this card; its ATK becomes 2000. After you change this card's ATK with this effect, it cannot attack your opponent directly for the rest of this turn, and is sent to the Graveyard during the End Phase. You can Tribute this card to target 1 ""Photon"" or ""Galaxy"" monster in your Graveyard; add that target to your hand."	Place counter	ATK becomes 2000	"Add 1 ""Photon"" or ""Galaxy"" monster from your Graveyard to your hand"													
71098407	Memory Loss	When a face-up Attack Position monster your opponent controls just activated an effect: Negate that effect, and if you do, change that monster to face-up Defense Position.																
71106375	Jurrac Iguanon	If this card destroys an opponent's monster by battle, you can select 1 Set card your opponent controls, and return it to the hand.	Return to hand															
71107816	The Bistro Butcher	When this card inflicts Battle Damage to your opponent's Life Points, your opponent draws 2 cards from their Deck.																
71175527	Pilica, Descendant of Gusto	"When this card is Normal or Special Summoned: You can target 1 WIND Tuner monster in your Graveyard; Special Summon that target in face-up Defense Position. Its effects are negated. If you activated this effect, you cannot Special Summon monsters for the rest of this turn, except WIND monsters. You can only use this effect of ""Pilica, Descendant of Gusto"" once per turn."	Special Summon															
71181155	Phantom Beast Cross-Wing	"While this card is in the Graveyard, ""Gazelle the King of Mythical Beasts"" and all ""Phantom Beast"" monsters on the field gain 300 ATK."																
71200730	Despair from the Dark	When this card is sent from your hand or Deck to your Graveyard by your opponent's card effect, Special Summon this card to the field.	Special Summon															
71203602	Evigishki Levianima	"You can Ritual Summon this card with any ""Gishki"" Ritual Spell Card. When this card declares an attack: Draw 1 card, and if you do, reveal it, then if it was a ""Gishki"" monster, look at 1 random card in your opponent's hand."	Reveal Drawed card															
71209500	Amazoness Scouts	"During either player's turn, you can Tribute this card. If you do, during this turn, face-up ""Amazoness"" monsters you control cannot be targeted by Effect Monsters' effects and cannot be destroyed by the effects of Spells, Traps or Effect Monsters."	Immunity															
71218746	Drillroid	If this card attacks a Defense Position monster, destroy the monster immediately with this card's effect without applying damage calculation.	Destrow immediately															
71233859	Photon Booster	Target 1 face-up Level 4 or lower LIGHT monster on the field, except a Token; all face-up monsters on the field with its name become 2000 ATK until the End Phase.																
71249758	D2 Shield	Select 1 face-up Defense Position monster you control. Its DEF becomes double its original DEF.																
71272951	Overworked	Destroy each monster whose ATK is higher than its original ATK.																
71279983	U.A. Dreadnought Dunker	"You can Special Summon this card (from your hand) by returning 1 ""U.A."" monster you control to the hand, except ""U.A. Dreadnought Dunker"". You can only Special Summon ""U.A. Dreadnought Dunker"" once per turn this way. If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent. When this card inflicts battle damage to your opponent: You can target 1 card on the field; destroy it."																
71280811	Yaranzo	A treasure box containing a monster that attacks any unwary bandit.																
71283180	Tornado Bird	FLIP: Return 2 Spell or Trap Cards on the field to their owners' hands.	Return to hand															
71315423	Worm Millidith	FLIP: You can equip this card to a monster your opponent controls as an Equip Card. Inflict 400 damage to the controller of the equipped monster during each Standby Phase.	Inflict damage															
71341529	Infernity Knight	When this card on the field is destroyed and sent to the Graveyard: You can discard 2 cards; Special Summon this card from your Graveyard.	Special Summon															
71345905	Rank-Down-Magic Numeron Fall	"Target 1 ""Utopia"" monster you control; Special Summon from your Extra Deck, 1 ""Utopia"" monster with a lower Rank than that monster you control, by using it as the Xyz Material. (This Special Summon is treated as an Xyz Summon. Xyz Materials attached to it also become Xyz Materials on the Summoned monster.) The monster Xyz Summoned by this effect gains this effect.
● If this card attacks, or is attacked by, an opponent's monster, the opponent's monster's effects are negated during the Battle Phase only."																
71353388	Reed Butterfly	If your opponent controls a face-up Synchro Monster(s) and you control no face-up Synchro Monsters, you can Special Summon this card from your hand.																
71395725	Man Beast of Ares	After a Chain (of 2 or more Links) resolves, this card gains 500 ATK.																
71407486	Fireyarou	A malevolent creature wrapped in flames that attacks enemies with intense fire.																
71408082	Paladin of Dark Dragon	"You can Ritual Summon this card with ""Dark Dragon Ritual"". At the start of the Damage Step, if this card attacks a Defense Position monster: Destroy that monster. You can Tribute this card; Special Summon 1 ""Red-Eyes"" monster from your hand or Deck, except ""Red-Eyes B. Chick"". You can only use this effect of ""Paladin of Dark Dragon"" once per turn."																
71411377	Queen's Bodyguard	Allure Queen monsters on your side of the field cannot be selected as an attack target.																
71413901	Breaker the Magical Warrior	When this card is Normal Summoned: Place 1 Spell Counter on it (max. 1). This card gains 300 ATK for each Spell Counter on it. You can remove 1 Spell Counter from this card, then target 1 Spell/Trap Card on the field; destroy that target.	Place spell counter	Gain attack	Destroy 1 Spell or Trap Card													
71415349	Humpty Grumpty	Once per turn: You can change this card to face-down Defense Position. When this card is Flip Summoned: This card gains 800 ATK until the End Phase.																
71417170	Defenders Intersect	Activate only during the Battle Phase. Defense Position monsters your opponent controls are changed to face-up Attack Position, and their effects are negated.																
71422989	Absorb Fusion	"Add 1 ""Gem-Knight"" card from your Deck to your hand, then you can apply this effect.
● Fusion Summon 1 ""Gem-Knight"" Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from your hand or your side of the field.
You can only activate 1 ""Absorb Fusion"" per turn. You cannot Special Summon monsters the turn you activate this card, except ""Gem-Knight"" monsters."	"Fusion Summon 1 ""Gem-Knight"" Fusion Monster?"															
71438011	Ally of Justice Thunder Armor	"This card cannot be Special Summoned. When an ""Ally of Justice"" monster you control attacks a Defense Position monster, inflict Piercing Battle Damage to your opponent."																
71453557	Autonomous Action Unit	Pay 1500 Life Points. Select 1 Monster Card from your opponent's Graveyard. Special Summon it on your side of the field in face-up Attack Position, and equip it with this card. When this card is destroyed or removed from the field, the equipped monster is destroyed.																
71466592	Maryokutai	You can only activate this card's effect during your opponent's turn. When your opponent activates a Spell Card, Tribute this face-up card to negate the activation of the Spell Card and destroy it.	Negate and destroy Spell Card															
